code,buy_date,sell_date,buy_price,sell_price,gross_return,net_return,holding_days,sell_reason
002987,2020-07-01,2020-07-07,59.01,63.10280000000001,0.06935773597695324,0.06585773597695324,6,移动止盈
002987,2020-08-05,2020-08-12,68.89,64.216,-0.06784729278560032,-0.07134729278560033,7,移动止盈
002987,2020-09-21,2020-09-28,58.91,54.556,-0.07390935325072143,-0.07740935325072143,7,移动止盈
603609,2019-03-05,2019-03-11,11.4,11.2792,-0.010596491228070255,-0.014096491228070255,6,移动止盈
603609,2019-04-24,2019-04-29,14.0,13.781600000000001,-0.015599999999999932,-0.019099999999999933,5,移动止盈
600109,2019-02-15,2019-02-22,8.56,8.832,0.031775700934579466,0.028275700934579467,7,移动止盈
600109,2019-04-02,2019-04-10,11.2,11.454,0.022678571428571548,0.019178571428571548,8,移动止盈
600555,2019-02-27,2019-03-08,3.1,3.2292,0.0416774193548387,0.0381774193548387,9,移动止盈
603032,2019-03-04,2019-03-11,33.33,42.6788,0.28049204920492066,0.27699204920492065,7,移动止盈
000812,2019-02-20,2019-02-25,4.1,4.2504,0.036682926829268374,0.03318292682926837,5,移动止盈
601388,2019-02-27,2019-03-05,2.51,2.7600000000000002,0.0996015936254982,0.0961015936254982,6,移动止盈
002103,2019-02-20,2019-02-27,4.71,4.784000000000001,0.01571125265392797,0.01221125265392797,7,移动止盈
603386,2019-02-15,2019-02-20,15.48,16.468,0.06382428940568473,0.060324289405684725,5,移动止盈
000005,2019-02-27,2019-03-12,3.3,3.8640000000000003,0.17090909090909107,0.16740909090909106,13,移动止盈
002098,2019-02-13,2019-02-20,8.9,9.3472,0.05024719101123601,0.046747191011236006,7,移动止盈
002457,2019-02-27,2019-03-08,8.82,8.8688,0.005532879818594099,0.0020328798185940988,9,移动止盈
000550,2019-02-13,2019-02-27,16.57,17.387999999999998,0.04936632468316221,0.04586632468316221,14,移动止盈
000550,2019-04-02,2019-04-08,23.6,25.8796,0.09659322033898299,0.09309322033898298,6,移动止盈
603363,2019-02-13,2019-02-18,8.27,9.4852,0.14694074969770268,0.14344074969770268,5,移动止盈
603363,2019-04-02,2019-04-09,16.3317,17.434,0.06749450455249603,0.06399450455249603,7,移动止盈
601002,2019-02-27,2019-03-08,7.2922,7.0840000000000005,-0.028551054551438484,-0.03205105455143849,9,移动止盈
001228,2022-06-24,2022-06-29,50.05,49.4684,-0.011620379620379512,-0.015120379620379511,5,移动止盈
001228,2022-07-29,2022-08-04,61.74,59.294000000000004,-0.039617751862649785,-0.04311775186264979,6,移动止盈
002174,2019-03-04,2019-03-11,20.53,22.319200000000002,0.08715051144666347,0.08365051144666347,7,移动止盈
002313,2019-02-25,2019-03-05,25.6,25.0148,-0.022859375000000015,-0.026359375000000015,8,移动止盈
002175,2019-02-26,2019-03-08,3.67,5.8696,0.5993460490463216,0.5958460490463217,10,移动止盈
002289,2019-02-15,2019-02-20,6.08,6.578,0.08190789473684214,0.07840789473684213,5,移动止盈
000526,2019-02-20,2019-02-25,21.6,23.0,0.06481481481481474,0.06131481481481474,5,移动止盈
603912,2019-02-14,2019-02-20,15.43,15.759599999999999,0.02136098509397273,0.017860985093972732,6,移动止盈
601778,2020-07-08,2020-07-14,8.21,8.427200000000001,0.02645554202192449,0.02295554202192449,6,移动止盈
600210,2019-02-26,2019-03-05,4.36,4.2504,-0.025137614678899165,-0.028637614678899165,7,移动止盈
002957,2019-09-05,2019-09-11,39.67,40.480000000000004,0.02041845223090502,0.01691845223090502,6,移动止盈
002733,2019-02-18,2019-02-25,18.9,22.521600000000003,0.19161904761904786,0.18811904761904785,7,移动止盈
002326,2019-02-14,2019-03-08,9.0092,8.97,-0.004351107756515477,-0.007851107756515477,22,移动止盈
002141,2019-02-18,2019-02-26,4.37,4.8484,0.10947368421052625,0.10597368421052625,8,移动止盈
601100,2019-02-25,2019-03-26,28.05,31.785999999999998,0.13319073083778957,0.12969073083778956,29,移动止盈
603859,2019-02-26,2019-03-06,23.72,26.128,0.10151770657672855,0.09801770657672855,8,移动止盈
600707,2019-03-05,2019-03-11,6.42,6.6608,0.03750778816199379,0.034007788161993784,6,移动止盈
600800,2019-02-14,2019-03-08,5.55,6.992,0.2598198198198199,0.2563198198198199,22,移动止盈
603538,2019-02-13,2019-02-21,20.2,19.448800000000002,-0.03718811881188105,-0.04068811881188105,8,移动止盈
605098,2021-06-18,2021-06-24,43.88,46.8096,0.06676390154968095,0.06326390154968095,6,移动止盈
600909,2019-02-26,2019-03-04,6.83,6.5044,-0.04767203513909219,-0.051172035139092194,6,移动止盈
600909,2019-04-02,2019-04-08,7.35,7.341600000000001,-0.001142857142857017,-0.004642857142857017,6,移动止盈
000897,2019-02-27,2019-03-05,2.65,2.7876,0.05192452830188677,0.04842452830188677,6,移动止盈
002619,2019-02-26,2019-03-05,4.14,4.1491999999999996,0.0022222222222221923,-0.0012777777777778078,7,移动止盈
600061,2019-02-20,2019-02-27,10.43,13.616000000000001,0.305465004793864,0.301965004793864,7,移动止盈
600061,2019-04-02,2019-04-08,14.79,14.398000000000001,-0.026504394861392677,-0.030004394861392676,6,移动止盈
002576,2019-02-27,2019-03-08,11.8,11.684,-0.009830508474576392,-0.013330508474576392,9,移动止盈
000616,2019-02-27,2019-03-05,3.42,3.45,0.008771929824561476,0.005271929824561476,6,移动止盈
002577,2019-02-15,2019-02-20,11.6,11.2976,-0.02606896551724142,-0.02956896551724142,5,移动止盈
002023,2019-02-20,2019-03-01,11.27,11.4356,0.014693877551020524,0.011193877551020524,9,移动止盈
600169,2019-02-27,2019-03-07,2.99,3.0636,0.024615384615384577,0.021115384615384578,8,移动止盈
603181,2019-02-20,2019-03-22,19.18,21.4,0.11574556830031277,0.11224556830031276,30,时间止盈
002651,2019-02-27,2019-03-05,5.03,5.3452,0.06266401590457255,0.05916401590457254,6,移动止盈
000933,2019-02-27,2019-03-06,4.78,5.1888,0.08552301255230112,0.08202301255230111,7,移动止盈
000933,2019-04-03,2019-04-08,5.28,5.4556,0.033257575757575625,0.029757575757575625,5,移动止盈
002239,2019-02-27,2019-03-05,2.52,2.5668,0.01857142857142864,0.015071428571428642,6,移动止盈
002238,2019-02-22,2019-02-27,7.94,7.691199999999999,-0.03133501259445857,-0.03483501259445857,5,移动止盈
002491,2019-02-13,2019-02-22,8.76,9.1448,0.043926940639269434,0.04042694063926943,9,移动止盈
601020,2019-02-27,2019-03-08,10.74,11.086,0.03221601489757915,0.02871601489757915,9,移动止盈
601020,2019-04-03,2019-04-16,11.82,11.941600000000001,0.010287648054145586,0.006787648054145586,13,移动止盈
603978,2019-02-27,2019-03-12,22.85,24.398400000000002,0.06776367614879654,0.06426367614879654,13,移动止盈
002908,2019-02-20,2019-03-06,19.29,20.378,0.05640228097459829,0.05290228097459829,14,移动止盈
002542,2019-02-27,2019-03-13,4.8,5.8696,0.2228333333333334,0.2193333333333334,14,移动止盈
601068,2019-02-27,2019-03-04,6.35,6.8632,0.08081889763779533,0.07731889763779533,5,移动止盈
002848,2019-02-13,2019-02-21,14.01,14.020800000000001,0.0007708779443255871,-0.002729122055674413,8,移动止盈
002271,2019-02-20,2019-03-08,17.59,19.044,0.08266060261512226,0.07916060261512226,16,移动止盈
600766,2019-02-14,2019-02-19,7.55,8.004,0.0601324503311258,0.056632450331125794,5,移动止盈
002940,2019-02-14,2019-03-08,40.05,42.2004,0.05369288389513121,0.050192883895131206,22,移动止盈
002941,2019-02-19,2019-02-26,32.62,37.0944,0.13716738197424902,0.13366738197424902,7,移动止盈
000018,2019-02-13,2019-02-22,2.33,2.3644,0.014763948497853976,0.011263948497853976,9,移动止盈
601992,2019-02-27,2019-03-08,3.95,3.956,0.001518987341772097,-0.001981012658227903,9,移动止盈
601901,2019-02-20,2019-02-25,6.69,7.406000000000001,0.10702541106128552,0.10352541106128552,5,移动止盈
601901,2019-04-02,2019-04-09,7.78,8.096000000000002,0.04061696658097707,0.037116966580977066,7,移动止盈
601901,2019-05-22,2019-05-30,7.15,7.2312,0.011356643356643348,0.007856643356643348,8,移动止盈
600759,2019-02-27,2019-03-08,3.08,3.2292,0.04844155844155844,0.044941558441558435,9,移动止盈
600894,2019-02-21,2019-03-08,6.71,7.111600000000001,0.059850968703427876,0.05635096870342787,15,移动止盈
