stock_code,stock_name,buy_date,sell_date,buy_price,sell_price,profit_pct,hold_days,exit_reason,retrace_date,surge_date,support_level,buy_year
000812,000812_data,2019-02-20 00:00:00,2019-02-25 00:00:00,4.1,4.2504,3.318292682926837,5,移动止盈,2019-02-19 00:00:00,2019-02-18 00:00:00,3.91,2019
601388,601388_data,2019-02-27 00:00:00,2019-03-05 00:00:00,2.51,2.7600000000000002,9.610159362549819,6,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,2.3,2019
002103,002103_data,2019-02-20 00:00:00,2019-02-27 00:00:00,4.71,4.784000000000001,1.2211252653927969,7,移动止盈,2019-02-19 00:00:00,2019-02-18 00:00:00,4.33,2019
603386,603386_data,2019-02-15 00:00:00,2019-02-20 00:00:00,15.48,16.468,6.032428940568472,5,移动止盈,2019-02-14 00:00:00,2019-02-13 00:00:00,15.1,2019
000005,000005_data,2019-02-27 00:00:00,2019-03-12 00:00:00,3.3,3.8640000000000003,16.740909090909106,13,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,3.18,2019
002098,002098_data,2019-02-13 00:00:00,2019-02-20 00:00:00,8.9,9.3472,4.674719101123601,7,移动止盈,2019-02-12 00:00:00,2019-02-11 00:00:00,8.07,2019
002457,002457_data,2019-02-27 00:00:00,2019-03-08 00:00:00,8.82,8.8688,0.20328798185940988,9,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,8.31,2019
000550,000550_data,2019-02-13 00:00:00,2019-02-27 00:00:00,16.57,17.387999999999998,4.586632468316221,14,移动止盈,2019-02-12 00:00:00,2019-02-11 00:00:00,15.2,2019
603363,603363_data,2019-02-13 00:00:00,2019-02-18 00:00:00,8.27,9.4852,14.344074969770269,5,移动止盈,2019-02-12 00:00:00,2019-02-11 00:00:00,7.63,2019
601002,601002_data,2019-02-27 00:00:00,2019-03-08 00:00:00,7.2922,7.0840000000000005,-3.205105455143849,9,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,6.5,2019
001228,001228_data,2022-06-24 00:00:00,2022-06-29 00:00:00,50.05,49.4684,-1.5120379620379512,5,移动止盈,2022-06-23 00:00:00,2022-06-22 00:00:00,43.5,2022
002174,002174_data,2019-03-04 00:00:00,2019-03-11 00:00:00,20.53,22.319200000000002,8.365051144666346,7,移动止盈,2019-03-01 00:00:00,2019-02-28 00:00:00,19.3,2019
002313,002313_data,2019-02-25 00:00:00,2019-03-05 00:00:00,25.6,25.0148,-2.6359375000000016,8,移动止盈,2019-02-22 00:00:00,2019-02-21 00:00:00,22.89,2019
002175,002175_data,2019-02-26 00:00:00,2019-03-08 00:00:00,3.67,5.8696,59.584604904632165,10,移动止盈,2019-02-25 00:00:00,2019-02-22 00:00:00,3.14,2019
002289,002289_data,2019-02-15 00:00:00,2019-02-20 00:00:00,6.08,6.578,7.840789473684214,5,移动止盈,2019-02-14 00:00:00,2019-02-13 00:00:00,5.72,2019
000526,000526_data,2019-02-20 00:00:00,2019-02-25 00:00:00,21.6,23.0,6.131481481481474,5,移动止盈,2019-02-19 00:00:00,2019-02-18 00:00:00,20.3,2019
603912,603912_data,2019-02-14 00:00:00,2019-02-20 00:00:00,15.43,15.759599999999999,1.7860985093972732,6,移动止盈,2019-02-13 00:00:00,2019-02-12 00:00:00,14.76,2019
601778,601778_data,2020-07-08 00:00:00,2020-07-14 00:00:00,8.21,8.427200000000001,2.295554202192449,6,移动止盈,2020-07-07 00:00:00,2020-07-06 00:00:00,7.94,2020
600210,600210_data,2019-02-26 00:00:00,2019-03-05 00:00:00,4.36,4.2504,-2.8637614678899164,7,移动止盈,2019-02-25 00:00:00,2019-02-22 00:00:00,3.75,2019
002957,002957_data,2019-09-05 00:00:00,2019-09-11 00:00:00,39.67,40.480000000000004,1.6918452230905021,6,移动止盈,2019-09-04 00:00:00,2019-09-03 00:00:00,35.53,2019
002733,002733_data,2019-02-18 00:00:00,2019-02-25 00:00:00,18.9,22.521600000000003,18.811904761904785,7,移动止盈,2019-02-15 00:00:00,2019-02-14 00:00:00,17.53,2019
002326,002326_data,2019-02-14 00:00:00,2019-03-08 00:00:00,9.0092,8.97,-0.7851107756515476,22,移动止盈,2019-02-13 00:00:00,2019-02-12 00:00:00,7.44,2019
002141,002141_data,2019-02-18 00:00:00,2019-02-26 00:00:00,4.37,4.8484,10.597368421052625,8,移动止盈,2019-02-15 00:00:00,2019-02-14 00:00:00,4.12,2019
601100,601100_data,2019-02-25 00:00:00,2019-03-26 00:00:00,28.05,31.785999999999998,12.969073083778957,29,移动止盈,2019-02-22 00:00:00,2019-02-21 00:00:00,24.52,2019
603859,603859_data,2019-02-26 00:00:00,2019-03-06 00:00:00,23.72,26.128,9.801770657672854,8,移动止盈,2019-02-25 00:00:00,2019-02-22 00:00:00,19.3,2019
600707,600707_data,2019-03-05 00:00:00,2019-03-11 00:00:00,6.42,6.6608,3.400778816199378,6,移动止盈,2019-03-04 00:00:00,2019-03-01 00:00:00,6.03,2019
600800,600800_data,2019-02-14 00:00:00,2019-03-08 00:00:00,5.55,6.992,25.631981981981987,22,移动止盈,2019-02-13 00:00:00,2019-02-12 00:00:00,5.03,2019
603538,603538_data,2019-02-13 00:00:00,2019-02-21 00:00:00,20.2,19.448800000000002,-4.068811881188105,8,移动止盈,2019-02-12 00:00:00,2019-02-11 00:00:00,18.12,2019
605098,605098_data,2021-06-18 00:00:00,2021-06-24 00:00:00,43.88,46.8096,6.326390154968095,6,移动止盈,2021-06-17 00:00:00,2021-06-16 00:00:00,40.22,2021
600909,600909_data,2019-02-26 00:00:00,2019-03-04 00:00:00,6.83,6.5044,-5.117203513909219,6,移动止盈,2019-02-25 00:00:00,2019-02-22 00:00:00,5.54,2019
000897,000897_data,2019-02-27 00:00:00,2019-03-05 00:00:00,2.65,2.7876,4.842452830188677,6,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,2.54,2019
002619,002619_data,2019-02-26 00:00:00,2019-03-05 00:00:00,4.14,4.1491999999999996,-0.12777777777778077,7,移动止盈,2019-02-25 00:00:00,2019-02-22 00:00:00,3.69,2019
600061,600061_data,2019-02-20 00:00:00,2019-02-27 00:00:00,10.43,13.616000000000001,30.1965004793864,7,移动止盈,2019-02-19 00:00:00,2019-02-18 00:00:00,9.92,2019
002576,002576_data,2019-02-27 00:00:00,2019-03-08 00:00:00,11.8,11.684,-1.3330508474576392,9,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,11.37,2019
000616,000616_data,2019-02-27 00:00:00,2019-03-05 00:00:00,3.42,3.45,0.5271929824561477,6,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,3.1,2019
002577,002577_data,2019-02-15 00:00:00,2019-02-20 00:00:00,11.6,11.2976,-2.956896551724142,5,移动止盈,2019-02-14 00:00:00,2019-02-13 00:00:00,10.03,2019
002023,002023_data,2019-02-20 00:00:00,2019-03-01 00:00:00,11.27,11.4356,1.1193877551020524,9,移动止盈,2019-02-19 00:00:00,2019-02-18 00:00:00,10.7,2019
600169,600169_data,2019-02-27 00:00:00,2019-03-07 00:00:00,2.99,3.0636,2.1115384615384576,8,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,2.58,2019
603181,603181_data,2019-02-20 00:00:00,2019-03-22 00:00:00,19.18,21.4,11.224556830031277,30,时间止盈,2019-02-19 00:00:00,2019-02-18 00:00:00,17.53,2019
002651,002651_data,2019-02-27 00:00:00,2019-03-05 00:00:00,5.03,5.3452,5.916401590457254,6,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,4.85,2019
000933,000933_data,2019-02-27 00:00:00,2019-03-06 00:00:00,4.78,5.1888,8.202301255230111,7,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,4.39,2019
002239,002239_data,2019-02-27 00:00:00,2019-03-05 00:00:00,2.52,2.5668,1.5071428571428642,6,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,2.28,2019
002238,002238_data,2019-02-22 00:00:00,2019-02-27 00:00:00,7.94,7.691199999999999,-3.483501259445857,5,移动止盈,2019-02-21 00:00:00,2019-02-20 00:00:00,6.63,2019
002491,002491_data,2019-02-13 00:00:00,2019-02-22 00:00:00,8.76,9.1448,4.042694063926943,9,移动止盈,2019-02-12 00:00:00,2019-02-11 00:00:00,8.18,2019
601020,601020_data,2019-02-27 00:00:00,2019-03-08 00:00:00,10.74,11.086,2.871601489757915,9,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,9.56,2019
603978,603978_data,2019-02-27 00:00:00,2019-03-12 00:00:00,22.85,24.398400000000002,6.426367614879654,13,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,21.35,2019
002908,002908_data,2019-02-20 00:00:00,2019-03-06 00:00:00,19.29,20.378,5.290228097459829,14,移动止盈,2019-02-19 00:00:00,2019-02-18 00:00:00,17.68,2019
002542,002542_data,2019-02-27 00:00:00,2019-03-13 00:00:00,4.8,5.8696,21.93333333333334,14,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,4.42,2019
601068,601068_data,2019-02-27 00:00:00,2019-03-04 00:00:00,6.35,6.8632,7.731889763779533,5,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,5.6,2019
002848,002848_data,2019-02-13 00:00:00,2019-02-21 00:00:00,14.01,14.020800000000001,-0.2729122055674413,8,移动止盈,2019-02-12 00:00:00,2019-02-11 00:00:00,12.83,2019
002271,002271_data,2019-02-20 00:00:00,2019-03-08 00:00:00,17.59,19.044,7.916060261512225,16,移动止盈,2019-02-19 00:00:00,2019-02-18 00:00:00,15.89,2019
600766,600766_data,2019-02-14 00:00:00,2019-02-19 00:00:00,7.55,8.004,5.663245033112579,5,移动止盈,2019-02-13 00:00:00,2019-02-12 00:00:00,6.79,2019
002940,002940_data,2019-02-14 00:00:00,2019-03-08 00:00:00,40.05,42.2004,5.019288389513121,22,移动止盈,2019-02-13 00:00:00,2019-02-12 00:00:00,37.46,2019
002941,002941_data,2019-02-19 00:00:00,2019-02-26 00:00:00,32.62,37.0944,13.366738197424901,7,移动止盈,2019-02-18 00:00:00,2019-02-15 00:00:00,28.62,2019
000018,000018_data,2019-02-13 00:00:00,2019-02-22 00:00:00,2.33,2.3644,1.1263948497853975,9,移动止盈,2019-02-12 00:00:00,2019-02-11 00:00:00,2.07,2019
601992,601992_data,2019-02-27 00:00:00,2019-03-08 00:00:00,3.95,3.956,-0.1981012658227903,9,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,3.65,2019
601901,601901_data,2019-02-20 00:00:00,2019-02-25 00:00:00,6.69,7.406000000000001,10.352541106128552,5,移动止盈,2019-02-19 00:00:00,2019-02-18 00:00:00,6.46,2019
601901,601901_data,2019-05-22 00:00:00,2019-05-30 00:00:00,7.15,7.2312,0.7856643356643348,8,移动止盈,2019-05-21 00:00:00,2019-05-20 00:00:00,6.62,2019
600759,600759_data,2019-02-27 00:00:00,2019-03-08 00:00:00,3.08,3.2292,4.494155844155843,9,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,2.88,2019
600894,600894_data,2019-02-21 00:00:00,2019-03-08 00:00:00,6.71,7.111600000000001,5.635096870342787,15,移动止盈,2019-02-20 00:00:00,2019-02-19 00:00:00,6.23,2019
002113,002113_data,2019-02-12 00:00:00,2019-02-22 00:00:00,3.32,3.6340000000000003,9.10783132530122,10,移动止盈,2019-02-11 00:00:00,2019-02-01 00:00:00,2.83,2019
600058,600058_data,2019-02-27 00:00:00,2019-03-08 00:00:00,7.77,8.0868,3.727220077220085,9,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,7.35,2019
002089,002089_data,2019-02-13 00:00:00,2019-02-21 00:00:00,4.5,4.8668000000000005,7.801111111111121,8,移动止盈,2019-02-12 00:00:00,2019-02-11 00:00:00,4.27,2019
600119,600119_data,2019-02-20 00:00:00,2019-02-25 00:00:00,6.47,6.651600000000001,2.456800618238042,5,移动止盈,2019-02-19 00:00:00,2019-02-18 00:00:00,6.07,2019
603618,603618_data,2019-02-25 00:00:00,2019-03-08 00:00:00,6.75,6.421600000000001,-5.2151851851851765,11,移动止盈,2019-02-22 00:00:00,2019-02-21 00:00:00,5.52,2019
002669,002669_data,2019-02-15 00:00:00,2019-02-26 00:00:00,12.6,13.064,3.3325396825396854,11,移动止盈,2019-02-14 00:00:00,2019-02-13 00:00:00,10.5,2019
601616,601616_data,2019-02-18 00:00:00,2019-03-06 00:00:00,3.95,4.3056,8.652531645569619,16,移动止盈,2019-02-15 00:00:00,2019-02-14 00:00:00,3.72,2019
001270,001270_data,2022-07-19 00:00:00,2022-07-25 00:00:00,93.8,110.308,17.24914712153519,6,移动止盈,2022-07-18 00:00:00,2022-07-15 00:00:00,85.0,2022
600293,600293_data,2019-02-27 00:00:00,2019-03-07 00:00:00,4.52,4.922,8.543805309734518,8,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,4.34,2019
603903,603903_data,2019-02-27 00:00:00,2019-03-14 00:00:00,22.9,22.3652,-2.6853711790392887,15,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,21.72,2019
002479,002479_data,2019-02-27 00:00:00,2019-03-26 00:00:00,5.18,5.437200000000001,4.615250965250984,27,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,4.93,2019
603500,603500_data,2019-02-20 00:00:00,2019-03-08 00:00:00,12.18,12.4476,1.847044334975368,16,移动止盈,2019-02-19 00:00:00,2019-02-18 00:00:00,11.67,2019
002972,002972_data,2020-02-19 00:00:00,2020-02-28 00:00:00,23.9,24.2788,1.2349372384937316,9,移动止盈,2020-02-18 00:00:00,2020-02-17 00:00:00,21.61,2020
600614,600614_data,2019-02-21 00:00:00,2019-02-26 00:00:00,6.3125,6.6976,5.750594059405947,5,移动止盈,2019-02-20 00:00:00,2019-02-19 00:00:00,4.9,2019
600686,600686_data,2019-02-27 00:00:00,2019-03-08 00:00:00,8.67,8.602,-1.1343137254901916,9,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,7.6,2019
000751,000751_data,2019-02-27 00:00:00,2019-03-07 00:00:00,3.77,3.9836,5.3157824933687,8,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,3.14,2019
002656,002656_data,2019-02-26 00:00:00,2019-03-04 00:00:00,6.35,7.4336,16.714566929133866,6,移动止盈,2019-02-25 00:00:00,2019-02-22 00:00:00,5.42,2019
002657,002657_data,2019-04-02 00:00:00,2019-04-08 00:00:00,20.42,20.5896,0.4805582761997995,6,移动止盈,2019-04-01 00:00:00,2019-03-29 00:00:00,18.33,2019
000750,000750_data,2019-02-12 00:00:00,2019-02-22 00:00:00,4.88,5.1336,4.846721311475419,10,移动止盈,2019-02-11 00:00:00,2019-02-01 00:00:00,4.63,2019
000056,000056_data,2019-02-21 00:00:00,2019-03-06 00:00:00,5.14,5.5752,8.116926070038911,13,移动止盈,2019-02-20 00:00:00,2019-02-19 00:00:00,4.94,2019
000498,000498_data,2019-02-27 00:00:00,2019-03-08 00:00:00,5.97,5.9248,-1.1071189279731903,9,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,5.49,2019
603680,603680_data,2019-02-27 00:00:00,2019-03-08 00:00:00,16.9,16.7072,-1.490828402366854,9,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,15.47,2019
600112,600112_data,2019-02-27 00:00:00,2019-03-06 00:00:00,4.8,4.6736,-2.983333333333321,7,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,4.17,2019
002497,002497_data,2019-02-13 00:00:00,2019-02-22 00:00:00,6.76,7.5256,10.975443786982249,9,移动止盈,2019-02-12 00:00:00,2019-02-11 00:00:00,6.37,2019
601878,601878_data,2019-02-20 00:00:00,2019-02-26 00:00:00,8.74,10.478800000000001,19.544736842105277,6,移动止盈,2019-02-19 00:00:00,2019-02-18 00:00:00,8.38,2019
600996,600996_data,2019-02-12 00:00:00,2019-02-26 00:00:00,6.8,8.004,17.355882352941173,14,移动止盈,2019-02-11 00:00:00,2019-02-01 00:00:00,6.42,2019
603061,603061_data,2023-04-14 00:00:00,2023-04-21 00:00:00,135.22889999999998,155.664,14.76148874242119,7,移动止盈,2023-04-13 00:00:00,2023-04-12 00:00:00,113.61,2023
002118,002118_data,2019-02-14 00:00:00,2019-02-19 00:00:00,5.07,5.6028,10.158875739644968,5,移动止盈,2019-02-13 00:00:00,2019-02-12 00:00:00,4.8,2019
002545,002545_data,2019-02-26 00:00:00,2019-03-08 00:00:00,7.48,7.4152000000000005,-1.216310160427807,10,移动止盈,2019-02-25 00:00:00,2019-02-22 00:00:00,6.76,2019
603169,603169_data,2019-02-20 00:00:00,2019-02-26 00:00:00,4.97,5.3912,8.124849094567418,6,移动止盈,2019-02-19 00:00:00,2019-02-18 00:00:00,4.34,2019
002277,002277_data,2019-02-27 00:00:00,2019-03-27 00:00:00,3.91,3.9376,0.3558823529411782,28,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,3.72,2019
002276,002276_data,2019-02-27 00:00:00,2019-03-08 00:00:00,6.86,6.9736,1.3059766763848384,9,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,6.16,2019
601377,601377_data,2019-02-20 00:00:00,2019-02-26 00:00:00,5.98,7.268000000000001,21.188461538461542,6,移动止盈,2019-02-19 00:00:00,2019-02-18 00:00:00,5.4,2019
000837,000837_data,2019-02-27 00:00:00,2019-03-08 00:00:00,4.79,4.9588,3.17400835073069,9,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,4.4,2019
600242,600242_data,2019-02-14 00:00:00,2019-03-01 00:00:00,11.49,12.236,6.142602262837253,15,移动止盈,2019-02-13 00:00:00,2019-02-12 00:00:00,10.63,2019
600478,600478_data,2019-02-27 00:00:00,2019-03-08 00:00:00,5.05,5.1152,0.9410891089108897,9,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,4.7,2019
002067,002067_data,2019-02-20 00:00:00,2019-03-11 00:00:00,3.69,3.9192,5.86138211382114,19,移动止盈,2019-02-19 00:00:00,2019-02-18 00:00:00,3.55,2019
002127,002127_data,2019-02-26 00:00:00,2019-03-08 00:00:00,10.77,10.304,-4.676833797585881,10,移动止盈,2019-02-25 00:00:00,2019-02-22 00:00:00,9.04,2019
600391,600391_data,2019-02-27 00:00:00,2019-03-12 00:00:00,13.7,15.686000000000002,14.146350364963522,13,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,13.1,2019
001373,001373_data,2023-07-18 00:00:00,2023-07-24 00:00:00,49.5,53.0656,6.853232323232329,6,移动止盈,2023-07-17 00:00:00,2023-07-14 00:00:00,40.5,2023
000712,000712_data,2019-02-20 00:00:00,2019-02-27 00:00:00,10.9,12.8064,17.13990825688073,7,移动止盈,2019-02-19 00:00:00,2019-02-18 00:00:00,10.1,2019
002249,002249_data,2019-02-20 00:00:00,2019-03-08 00:00:00,4.32,4.5724,5.492592592592586,16,移动止盈,2019-02-19 00:00:00,2019-02-18 00:00:00,3.83,2019
601236,601236_data,2019-08-20 00:00:00,2019-08-28 00:00:00,15.7,15.088,-4.248089171974524,8,移动止盈,2019-08-19 00:00:00,2019-08-16 00:00:00,13.82,2019
002583,002583_data,2019-02-12 00:00:00,2019-03-06 00:00:00,9.09,11.3528,24.543289328932897,22,移动止盈,2019-02-11 00:00:00,2019-02-01 00:00:00,8.25,2019
001283,001283_data,2022-11-03 00:00:00,2022-11-14 00:00:00,55.56,56.4604,1.270590352771774,11,移动止盈,2022-11-02 00:00:00,2022-11-01 00:00:00,53.0,2022
000416,000416_data,2019-02-20 00:00:00,2019-02-25 00:00:00,4.94,5.354400000000001,8.038663967611347,5,移动止盈,2019-02-19 00:00:00,2019-02-18 00:00:00,4.25,2019
600369,600369_data,2019-02-20 00:00:00,2019-02-26 00:00:00,4.26,5.2716,23.39647887323945,6,移动止盈,2019-02-19 00:00:00,2019-02-18 00:00:00,4.13,2019
000557,000557_data,2019-02-27 00:00:00,2019-03-08 00:00:00,4.06,4.2688,4.792857142857145,9,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,3.91,2019
000955,000955_data,2019-02-13 00:00:00,2019-03-08 00:00:00,4.25,4.9956,17.193529411764697,23,移动止盈,2019-02-12 00:00:00,2019-02-11 00:00:00,3.9,2019
001326,001326_data,2023-12-29 00:00:00,2024-01-09 00:00:00,52.76,52.30200000000001,-1.2180818802122655,11,移动止盈,2023-12-28 00:00:00,2023-12-27 00:00:00,47.38,2023
002426,002426_data,2019-02-14 00:00:00,2019-02-19 00:00:00,2.8,3.4040000000000004,21.22142857142859,5,移动止盈,2019-02-13 00:00:00,2019-02-12 00:00:00,2.49,2019
603098,603098_data,2019-02-13 00:00:00,2019-02-20 00:00:00,13.9,16.330000000000002,17.13201438848922,7,移动止盈,2019-02-12 00:00:00,2019-02-11 00:00:00,12.92,2019
600356,600356_data,2019-02-22 00:00:00,2019-03-06 00:00:00,7.39,7.36,-0.7559539918809116,12,移动止盈,2019-02-21 00:00:00,2019-02-20 00:00:00,6.76,2019
000923,000923_data,2019-02-13 00:00:00,2019-02-27 00:00:00,13.28,14.4532,8.4843373493976,14,移动止盈,2019-02-12 00:00:00,2019-02-11 00:00:00,13.21,2019
002609,002609_data,2019-02-14 00:00:00,2019-02-20 00:00:00,6.1,6.421600000000001,4.922131147541,6,移动止盈,2019-02-13 00:00:00,2019-02-12 00:00:00,5.63,2019
603042,603042_data,2019-02-20 00:00:00,2019-03-11 00:00:00,13.38,14.959200000000003,11.452690582959654,19,移动止盈,2019-02-19 00:00:00,2019-02-18 00:00:00,13.01,2019
000862,000862_data,2019-02-19 00:00:00,2019-02-25 00:00:00,6.77,7.4428,9.587961595273272,6,移动止盈,2019-02-18 00:00:00,2019-02-15 00:00:00,6.21,2019
603516,603516_data,2019-02-20 00:00:00,2019-03-08 00:00:00,23.44,26.8364,14.139761092150168,16,移动止盈,2019-02-19 00:00:00,2019-02-18 00:00:00,21.08,2019
002032,002032_data,2019-02-27 00:00:00,2019-03-08 00:00:00,63.0745,62.49560000000001,-1.2678035497704938,9,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,54.02,2019
603828,603828_data,2019-02-27 00:00:00,2019-03-04 00:00:00,9.48,9.338000000000001,-1.847890295358644,5,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,8.34,2019
600105,600105_data,2019-02-19 00:00:00,2019-02-26 00:00:00,5.04,5.4096,6.983333333333336,7,移动止盈,2019-02-18 00:00:00,2019-02-15 00:00:00,4.84,2019
002229,002229_data,2019-02-15 00:00:00,2019-02-27 00:00:00,7.13,7.718800000000001,7.908064516129045,12,移动止盈,2019-02-14 00:00:00,2019-02-13 00:00:00,6.85,2019
601698,601698_data,2019-08-29 00:00:00,2019-09-03 00:00:00,10.99,13.2204,19.944813466787984,5,移动止盈,2019-08-28 00:00:00,2019-08-27 00:00:00,9.25,2019
605337,605337_data,2021-03-22 00:00:00,2021-03-29 00:00:00,34.5,35.677600000000005,3.063333333333349,7,移动止盈,2021-03-19 00:00:00,2021-03-18 00:00:00,30.89,2021
000797,000797_data,2019-02-12 00:00:00,2019-03-01 00:00:00,5.23,5.501600000000001,4.84311663479924,17,移动止盈,2019-02-11 00:00:00,2019-02-01 00:00:00,4.86,2019
600172,600172_data,2019-02-14 00:00:00,2019-03-01 00:00:00,3.65,3.9468,7.781506849315073,15,移动止盈,2019-02-13 00:00:00,2019-02-12 00:00:00,3.39,2019
002130,002130_data,2019-02-26 00:00:00,2019-03-04 00:00:00,4.34,4.2872,-1.5665898617511411,6,移动止盈,2019-02-25 00:00:00,2019-02-22 00:00:00,3.92,2019
600255,600255_data,2019-02-27 00:00:00,2019-03-04 00:00:00,2.23,2.346,4.851793721973099,5,移动止盈,2019-02-26 00:00:00,2019-02-25 00:00:00,2.07,2019
002926,002926_data,2019-02-15 00:00:00,2019-02-22 00:00:00,9.15,9.476,3.21284153005465,7,移动止盈,2019-02-14 00:00:00,2019-02-13 00:00:00,8.61,2019
