code,buy_date,sell_date,buy_price,sell_price,gross_return,net_return,holding_days,sell_reason
000338,2019-04-09,2019-04-15,14.35,13.202,-0.07999999999999997,-0.08349999999999998,6,移动止盈
000402,2019-04-02,2019-04-22,8.72,8.7124,-0.0008715596330275288,-0.0043715596330275285,20,移动止盈
000403,2019-02-27,2019-03-08,28.5,26.7996,-0.059663157894736786,-0.06316315789473678,9,移动止盈
000404,2019-02-27,2019-03-14,4.48,4.7104,0.05142857142857131,0.04792857142857131,15,移动止盈
000407,2019-02-13,2019-03-06,3.94,4.462,0.13248730964467,0.12898730964467,21,移动止盈
000407,2019-03-20,2019-03-26,5.09,4.6828,-0.07999999999999992,-0.08349999999999992,6,移动止盈
000408,2019-02-27,2019-03-14,11.97,12.144,0.014536340852130283,0.011036340852130283,15,移动止盈
000408,2019-04-03,2019-04-15,12.5,11.7484,-0.06012799999999999,-0.06362799999999999,12,移动止盈
000415,2019-04-02,2019-04-11,4.81,4.7472,-0.013056133056132912,-0.01655613305613291,9,移动止盈
000416,2019-02-20,2019-02-25,4.94,5.354400000000001,0.08388663967611347,0.08038663967611347,5,移动止盈
000416,2019-04-02,2019-04-11,5.38,5.630400000000001,0.04654275092936819,0.043042750929368184,9,移动止盈
000417,2019-02-27,2019-03-29,5.0,5.31,0.06199999999999992,0.05849999999999992,30,时间止盈
000419,2019-02-27,2019-03-27,4.78,5.050800000000001,0.05665271966527204,0.05315271966527204,28,移动止盈
000420,2019-02-27,2019-03-05,2.29,2.346,0.02445414847161574,0.020954148471615742,6,移动止盈
000423,2019-02-27,2019-03-29,46.34,47.45,0.023953388001726358,0.020453388001726358,30,时间止盈
000426,2019-02-18,2019-02-25,6.48,7.194400000000001,0.11024691358024696,0.10674691358024696,7,移动止盈
000426,2019-04-03,2019-04-15,6.93,6.614800000000001,-0.04548340548340535,-0.04898340548340535,12,移动止盈
000426,2019-05-29,2019-06-17,4.94,5.382,0.08947368421052616,0.08597368421052616,19,移动止盈
000498,2019-02-27,2019-03-08,5.97,5.9248,-0.007571189279731903,-0.011071189279731903,9,移动止盈
000501,2019-02-27,2019-03-29,11.15,12.01,0.07713004484304928,0.07363004484304927,30,时间止盈
000501,2019-04-02,2019-04-22,12.02,12.006000000000002,-0.0011647254575705133,-0.004664725457570513,20,移动止盈
000502,2019-03-22,2019-03-27,8.63,9.936000000000002,0.15133256083429905,0.14783256083429905,5,移动止盈
000503,2019-02-14,2019-02-22,15.69,17.387999999999998,0.10822179732313567,0.10472179732313566,8,移动止盈
000506,2019-02-27,2019-03-07,3.3,3.6708000000000003,0.11236363636363651,0.10886363636363651,8,移动止盈
000506,2019-04-02,2019-04-11,3.75,3.9468,0.05248000000000002,0.04898000000000002,9,移动止盈
000510,2019-02-15,2019-02-25,4.36,4.774800000000001,0.0951376146788992,0.09163761467889919,10,移动止盈
000516,2019-04-08,2019-04-15,7.21,6.9828,-0.031511789181692076,-0.03501178918169208,7,移动止盈
000517,2019-02-27,2019-03-04,2.7,3.0176,0.1176296296296295,0.1141296296296295,5,移动止盈
000517,2019-04-02,2019-04-18,3.31,3.45,0.042296072507552906,0.0387960725075529,16,移动止盈
000518,2019-02-18,2019-02-25,4.31,4.314800000000001,0.0011136890951278999,-0.0023863109048721,7,移动止盈
000519,2019-04-02,2019-04-16,9.15,8.693999999999999,-0.049836065573770634,-0.05333606557377064,14,移动止盈
000521,2019-02-27,2019-03-08,3.63,3.8180000000000005,0.0517906336088156,0.048290633608815595,9,移动止盈
000525,2019-04-03,2019-04-09,16.6,17.342000000000002,0.04469879518072294,0.04119879518072294,6,移动止盈
