date,open,high,low,close,volume,amount
2025-05-07,131.65,132.33,130.02,131.09,166286,363680741.73
2025-05-08,130.47,132.44,130.02,131.99,171226,377595332.0
2025-05-09,131.93,132.72,130.19,130.47,147530,323179820.6
2025-05-12,131.2,132.72,130.87,132.1,147270,325126700.89
2025-05-13,132.83,133.17,131.6,132.16,123309,272661190.0
2025-05-14,132.05,132.66,130.7,131.76,136418,299825623.24
2025-05-15,131.43,132.44,130.7,130.81,126766,278874446.36
2025-05-16,130.53,131.31,129.57,129.85,103381,225302336.32
2025-05-19,130.08,132.27,129.29,131.65,133395,292694704.88
2025-05-20,131.48,133.56,131.09,133.0,159555,354069805.22
2025-05-21,132.94,133.51,131.2,131.31,147217,325130266.0
2025-05-22,131.15,131.71,129.69,129.8,102048,222451494.0
2025-05-23,129.91,130.98,129.01,129.01,108144,234849659.0
2025-05-26,128.9,129.46,128.34,129.18,81632,175477660.5
2025-05-27,129.18,129.18,127.38,127.61,95500,203822155.51
2025-05-28,127.61,128.73,127.27,127.78,80522,171966574.22
2025-05-29,127.61,129.35,127.27,129.29,113998,244946465.25
2025-05-30,128.68,129.07,127.16,127.5,113481,241863554.6
2025-06-03,127.22,127.22,125.42,125.98,131246,275841023.05
2025-06-04,125.92,127.95,125.81,127.33,110460,234235581.17
2025-06-05,129.52,130.08,128.11,128.28,140990,302987130.68
2025-06-06,128.34,130.19,127.5,128.96,131082,282317148.24
2025-06-09,129.01,131.6,129.01,130.64,160577,350836645.0
2025-06-10,130.7,130.75,127.83,128.34,143426,308861491.7
2025-06-11,128.23,129.24,127.83,128.96,73208,157541582.2
2025-06-12,128.79,128.9,127.78,128.06,72498,155164080.51
2025-06-13,127.72,127.83,125.92,126.09,140118,295806162.0
2025-06-16,126.04,127.22,125.47,126.54,78186,164786272.28
2025-06-17,126.54,127.38,125.92,127.1,84817,179074776.41
2025-06-18,126.71,127.61,126.6,127.22,64215,136186807.0
2025-06-19,126.82,127.05,124.69,124.97,128785,269311754.92
2025-06-20,124.8,125.53,122.89,123.28,103239,213215025.16
2025-06-23,122.72,123.96,121.49,123.56,105528,215151988.91
2025-06-24,123.4,125.59,123.23,125.53,110968,230940564.44
2025-06-25,125.53,126.49,125.03,126.37,106661,223516220.54
2025-06-26,126.32,126.93,125.64,125.64,87863,185075515.57
2025-06-27,126.04,130.19,125.76,128.79,259590,556544226.23
2025-06-30,129.69,131.76,128.51,130.3,267130,582289886.9
2025-07-01,130.36,130.81,128.56,129.46,134249,289891387.28
2025-07-02,129.35,130.98,128.73,130.98,140234,304458558.65
2025-07-03,131.26,131.48,129.12,129.85,126094,273671971.13
2025-07-04,129.85,132.61,128.96,130.47,174472,381540983.52
2025-07-07,130.87,133.34,130.81,132.78,266632,590766915.91
2025-07-08,132.83,133.11,131.43,132.61,155370,343517913.93
2025-07-09,132.89,136.76,132.44,132.66,267227,595238027.84
2025-07-10,132.38,132.49,131.2,131.88,126366,276484223.04
2025-07-11,131.76,132.27,131.09,131.43,122025,266771985.15
2025-07-14,131.6,134.12,131.54,133.34,173894,385648688.73
2025-07-15,133.34,133.73,131.48,131.93,127300,279518874.78
2025-07-16,131.71,132.27,130.25,130.58,128288,278887898.65
2025-07-17,130.58,131.71,130.14,130.92,102316,221960474.86
2025-07-18,130.92,131.37,130.36,130.98,98467,213898099.0
2025-07-21,137.32,143.16,136.43,143.16,1300382,3051543729.9
2025-07-22,143.61,152.43,139.85,148.22,1348279,3262384021.96
2025-07-23,147.71,147.88,141.09,141.2,764531,1830328050.79
2025-07-24,140.3,142.15,140.3,141.2,406116,955721251.98
2025-07-25,140.97,140.97,138.5,138.73,328744,763547008.4
2025-07-28,139.18,139.35,137.6,138.28,233408,537609804.0
2025-07-29,138.11,139.01,136.37,138.95,311300,713881029.44
2025-07-30,138.95,138.95,136.54,137.1,196095,449983962.35
2025-07-31,136.93,137.66,136.2,136.43,168954,384782885.01
2025-08-01,136.2,137.04,135.25,135.81,137994,312861474.86
2025-08-04,135.25,137.72,134.68,137.1,142702,324057395.13
