date,open,high,low,close,volume,amount
2025-05-07,32.8,33.79,32.1,32.5,249462,323943520.0
2025-05-08,32.55,33.53,32.2,32.95,208479,271963525.0
2025-05-09,32.83,33.08,31.72,31.8,138049,173988824.11
2025-05-12,32.2,32.5,31.67,32.25,114261,144474271.0
2025-05-13,32.6,35.45,32.35,35.45,411451,548697197.29
2025-05-14,35.52,37.04,34.84,36.43,677027,960065882.03
2025-05-15,36.0,36.0,34.42,34.74,352318,484139538.65
2025-05-16,34.67,36.78,34.01,36.03,428871,598718823.24
2025-05-19,34.95,35.1,33.48,34.04,336926,452260612.03
2025-05-20,33.89,34.69,33.16,33.33,226847,299125455.12
2025-05-21,32.98,33.63,32.37,32.7,235851,305516790.24
2025-05-22,32.53,32.9,31.74,31.95,187588,237620917.59
2025-05-23,31.95,35.12,31.95,35.12,357116,479470139.15
2025-05-26,35.55,36.94,35.47,36.1,687164,977418721.42
2025-05-27,36.78,39.58,36.13,37.14,650718,963837360.46
2025-05-28,37.16,37.44,35.73,35.93,481505,690154869.67
2025-05-29,36.23,37.31,35.58,36.68,423771,608828291.12
2025-05-30,36.21,38.12,35.98,37.16,467400,686324275.67
2025-06-03,36.31,40.44,35.7,38.83,553108,837942270.64
2025-06-04,38.1,38.45,37.39,37.84,364643,542837307.36
2025-06-05,37.49,37.57,36.46,36.78,312728,453383918.14
2025-06-06,36.53,36.91,36.13,36.46,178820,256149848.2
2025-06-09,35.93,37.57,35.93,36.81,320894,466876372.56
2025-06-10,36.78,37.94,34.95,35.3,382466,545589799.02
2025-06-11,36.05,37.54,35.93,36.1,357284,515311007.32
2025-06-12,35.58,35.68,34.49,35.02,290669,399874225.68
2025-06-13,35.05,35.55,33.79,33.84,239824,324194905.0
2025-06-16,33.79,34.67,33.61,34.37,155240,209465183.08
2025-06-17,34.67,35.8,34.42,35.3,280351,387318806.3
2025-06-18,35.55,36.1,34.11,34.32,235129,323735401.63
2025-06-19,33.81,33.99,32.48,32.5,229458,297619936.0
2025-06-20,32.22,32.68,31.8,32.1,129533,163716838.04
2025-06-23,32.05,32.98,31.64,32.75,126362,161090740.0
2025-06-24,32.8,33.53,32.6,33.53,161748,210647603.52
2025-06-25,33.58,33.74,32.85,33.51,162312,212934188.36
2025-06-26,33.56,34.42,33.36,33.63,178968,238366836.32
2025-06-27,33.31,34.87,33.03,34.26,224579,301094068.0
2025-06-30,34.32,34.39,33.66,34.37,149520,200420951.0
2025-07-01,34.47,35.32,34.16,34.74,205250,281865559.0
2025-07-02,34.69,34.74,33.48,33.63,168337,224905118.8
2025-07-03,33.66,34.29,33.66,33.84,113383,151448548.12
2025-07-04,34.16,37.19,34.06,37.19,484682,702265140.1
2025-07-07,37.21,37.47,36.03,36.26,583822,844133096.14
2025-07-08,36.08,37.29,35.8,36.26,371755,534959138.72
2025-07-09,36.33,36.99,36.1,36.71,381581,549871298.86
2025-07-10,36.73,38.32,36.46,38.02,544612,808487323.94
2025-07-11,37.39,37.49,36.56,37.44,352564,514387325.92
2025-07-14,37.49,37.82,36.73,36.94,229121,335835900.08
2025-07-15,36.21,37.06,34.32,35.8,406963,564854833.63
2025-07-16,35.25,36.15,35.05,36.1,195241,275553403.58
2025-07-17,36.05,36.81,35.75,36.26,195004,279131449.0
2025-07-18,36.68,37.16,35.83,36.33,162442,232265497.12
2025-07-21,36.13,36.53,35.85,36.1,167292,238042159.0
2025-07-22,36.13,36.13,35.27,35.42,168079,235252384.0
