date,open,high,low,close,volume,amount,turn,ma20
2020-10-28,4703.0036,4753.3125,4685.6012,4737.2718,10846340200,226754264067.0000,0.389205,4712.678745
2020-10-29,4683.6070,4803.0317,4679.2529,4772.9198,11711725000,252303504993.0000,0.420239,4718.70837
2020-10-30,4776.4726,4778.5089,4683.4719,4695.3338,13980230300,280783321713.1000,0.501637,4725.321774999999
2020-11-02,4702.7457,4738.0239,4695.4436,4720.8313,14286769300,279027685157.1000,0.511702,4732.86226
2020-11-03,4743.1742,4793.3963,4734.1748,4777.5608,13605540800,252390556313.5000,0.485667,4742.644875
2020-11-04,4781.4480,4825.4638,4770.5582,4813.6564,11466180600,230513773046.3000,0.409300,4753.73773
2020-11-05,4861.3377,4885.1118,4837.9996,4885.1118,13924459400,281951932371.0000,0.496777,4768.623555
2020-11-06,4897.6295,4897.6295,4845.4293,4885.7178,15363903400,305365103652.9000,0.548131,4778.852385
2020-11-09,4918.8609,4997.8017,4918.8609,4981.3497,19713198400,371923282063.4000,0.703228,4786.76198
2020-11-10,4995.4126,4995.4126,4928.9319,4953.8756,17626721400,334271459964.0000,0.628795,4792.49571
2020-11-11,4937.7582,4957.5846,4901.7067,4904.8981,16447051500,303858557977.1000,0.586713,4797.38551
2020-11-12,4916.7736,4926.3422,4891.5100,4908.463,11811461900,227645907147.2000,0.421348,4802.871854999999
2020-11-13,4886.9778,4886.9778,4825.7578,4856.8513,13369307900,255353111737.8000,0.476920,4806.13062
2020-11-16,4880.9580,4904.1716,4848.6239,4904.1716,14877098000,266705031671.5000,0.530707,4813.564805
2020-11-17,4903.1200,4909.2902,4865.3942,4894.786,15148746400,288911408551.0000,0.540115,4818.630745
2020-11-18,4889.6749,4911.0876,4870.7162,4891.6716,16421661600,290727223227.2000,0.585499,4823.572905
2020-11-19,4880.9224,4939.7911,4870.2005,4927.9891,13368137800,247727135000.5000,0.476590,4831.073135
2020-11-20,4928.2223,4947.4297,4922.5895,4943.2882,12940034100,229053679195.4000,0.461330,4842.31314
2020-11-23,4954.5987,5029.6515,4940.4494,5005.0273,20591518700,333633826416.7000,0.734108,4858.00271
2020-11-24,4997.0485,5001.0614,4960.9817,4974.2855,15663791100,264804443317.7000,0.558429,4871.753025
2020-11-25,4992.7466,5004.7732,4910.7000,4910.7,17034052700,277070642970.7000,0.607280,4880.424435
2020-11-26,4908.3208,4925.2857,4867.8153,4919.5912,13720233800,239748145475.7000,0.489135,4887.758005
2020-11-27,4930.5928,4980.7650,4917.3479,4980.765,16295292200,253178971224.0000,0.580005,4902.029565
2020-11-30,4994.1063,5055.1920,4960.2519,4960.2519,26263895000,396495834420.8000,0.934760,4914.0005949999995
2020-12-01,4963.1302,5072.5494,4963.1302,5067.0983,20406563800,328451014444.2000,0.726286,4928.47747
2020-12-02,5072.9755,5090.6084,5043.3091,5067.1447,19543547600,310609728842.5000,0.695555,4941.151885
2020-12-03,5065.4531,5072.3046,5033.7887,5057.0603,17786574800,275335207429.1000,0.632982,4949.74931
2020-12-04,5049.5231,5072.3865,5017.8506,5065.9163,14434716700,257798820735.0000,0.513692,4958.7592349999995
2020-12-07,5065.7285,5067.8698,5014.6090,5022.2351,13989621700,264657773932.9000,0.497852,4960.803505
2020-12-08,5029.1063,5043.0605,4998.9218,5009.8786,12307302900,234880648439.1000,0.437983,4963.603655
2020-12-09,5022.3846,5033.6417,4942.5195,4942.6986,13891696500,260772774152.9000,0.494187,4965.4936800000005
2020-12-10,4931.2933,4962.7433,4919.7696,4940.5249,12591427000,229651278357.4000,0.447931,4967.096775
2020-12-11,4957.8236,4957.8236,4849.3547,4889.6292,15935769700,275212730069.9000,0.565415,4968.73567
2020-12-14,4903.6270,4937.2601,4887.6599,4934.8352,12080155200,247878279711.0000,0.428611,4970.26885
2020-12-15,4931.6019,4954.1885,4904.7926,4945.1,11834263300,248093390249.2000,0.435745,4972.784549999999
2020-12-16,4957.2971,4968.8558,4938.1932,4953.867,10677896800,229696035696.9000,0.391858,4975.894319999999
2020-12-17,4960.7290,5021.6171,4950.3713,5017.4784,13338547900,270180356109.3000,0.489496,4980.368785000001
2020-12-18,5014.3211,5027.4446,4979.0051,4999.9678,12804961800,258938551535.8000,0.469364,4983.202765
2020-12-21,4995.7622,5048.5074,4969.9990,5046.8396,14081178200,298204296843.3000,0.516144,4985.293380000001
2020-12-22,5034.9831,5055.1348,4960.9457,4964.7727,16234497000,326758817663.3000,0.594978,4984.81774
2020-12-23,4977.2994,5028.4506,4968.1509,5007.1235,14029281900,308729037473.7000,0.514149,4989.638915
2020-12-24,5006.0051,5033.0380,4979.2371,5000.0154,11441866700,246674476188.8000,0.419318,4993.660125
2020-12-25,4985.7695,5042.0978,4973.6812,5042.0137,12100697900,243992268243.3000,0.443463,4996.72256
2020-12-28,5042.9432,5089.3447,5037.8582,5064.4147,13691440700,281019254170.5000,0.483390,5001.9307
2020-12-29,5071.4490,5077.4167,5034.3078,5042.9361,14119866200,279035233253.8000,0.000000,5000.72259
2020-12-30,5037.9848,5113.7105,5036.6288,5113.7105,14862644800,296577812603.0000,0.543755,5003.05088
2020-12-31,5122.4799,5215.6178,5122.4799,5211.2885,17160250900,358731371834.7000,0.627887,5010.762290000001
2021-01-04,5212.9313,5284.4343,5190.9372,5267.7181,21171138200,452796175554.0000,0.774643,5020.85238
2021-01-05,5245.8355,5368.5049,5234.3775,5368.5049,22493115900,498041939761.0000,0.822977,5038.16587
2021-01-06,5386.5144,5433.4694,5341.4304,5417.6677,19377344400,444434377137.3000,0.708976,5058.555325
2021-01-07,5428.3944,5513.6568,5413.3526,5513.6568,21987208000,473385353695.8000,0.804359,5087.1032350000005
2021-01-08,5526.2876,5547.4733,5442.6939,5495.4306,20432495600,473567653978.6000,0.747483,5114.84852
2021-01-11,5504.2358,5555.6916,5412.5046,5441.1583,23183598300,522298482544.3000,0.817218,5142.424975
2021-01-12,5419.4996,5596.3525,5417.6272,5596.3525,22422018600,486233760739.8000,0.820091,5175.50084
2021-01-13,5609.2637,5644.7195,5535.1435,5577.9711,26156988600,546959736365.5000,0.956692,5207.144395
2021-01-14,5556.2125,5568.0179,5458.6818,5470.4563,24368338000,501890111879.0000,0.891558,5232.97386
2021-01-15,5471.3910,5500.6348,5390.2737,5458.0812,23863743500,475709920372.3000,0.873076,5255.004
2021-01-18,5438.1618,5541.4613,5410.7750,5518.5205,20705186900,422717209153.0000,0.757520,5280.931635
2021-01-19,5525.9690,5532.4793,5415.7166,5437.5234,21104342500,433205176449.9000,0.771968,5300.465825
2021-01-20,5439.9111,5496.0493,5426.5357,5476.4336,17091326000,373770384496.4000,0.625177,5326.04887
2021-01-21,5492.9587,5593.1058,5490.5626,5564.9693,20995019700,453183684478.9000,0.767342,5353.941159999999
2021-01-22,5562.3790,5573.6594,5513.8769,5569.776,19930002000,456622193435.6000,0.721999,5382.429190000001
2021-01-25,5564.1237,5655.4795,5543.2663,5625.9232,19704701900,508166980802.0000,0.713837,5411.624664999999
2021-01-26,5600.9017,5600.9017,5505.9962,5512.9678,17190459000,415008069865.0000,0.622754,5434.05232
2021-01-27,5505.7708,5534.9928,5449.6385,5528.0034,16019084100,376892605839.1000,0.580319,5458.305684999999
2021-01-28,5450.3695,5462.2352,5360.3766,5377.1427,17048558500,376166523177.5000,0.617612,5471.477295000001
2021-01-29,5413.9684,5430.2015,5288.0955,5351.9646,18217878400,390287690019.0000,0.659955,5478.5111
2021-02-01,5356.8535,5422.2990,5342.0458,5417.6484,16631370600,346859083730.0000,0.602521,5486.007615
2021-02-02,5429.7032,5503.2145,5411.5173,5501.0915,16521056500,380016716111.9000,0.597897,5492.636945
2021-02-03,5499.2961,5532.8864,5473.1237,5485.2008,18805431700,404343602637.7000,0.680283,5496.0136
2021-02-04,5453.9764,5510.0535,5411.5749,5473.9475,18057565400,397995205379.9000,0.653223,5494.028135
2021-02-05,5494.7011,5550.7714,5477.6517,5483.414,18969959800,395400134490.0000,0.686032,5493.427305
2021-02-08,5506.1423,5576.4908,5479.8529,5564.5618,16403377500,367582771658.8000,0.571412,5499.597479999999
2021-02-09,5584.1650,5686.2502,5555.0537,5686.2502,16488726000,378769121171.9000,0.595711,5504.0923649999995
2021-02-10,5709.6840,5823.4219,5707.3295,5807.7191,17016978600,417056463360.9000,0.614786,5515.579765
2021-02-18,5922.0714,5930.9122,5747.6631,5768.3814,21884868600,507481235977.7000,0.761648,5530.47602
2021-02-19,5734.0193,5787.8871,5667.3209,5778.842,21447578000,456433793702.1000,0.774504,5546.5140599999995
2021-02-22,5785.5097,5785.5097,5597.3327,5597.3327,28212438200,543633153216.5000,1.018702,5550.45467
2021-02-23,5542.6841,5644.7551,5541.1092,5579.6681,23380772700,424904470814.2000,0.844228,5557.561905
2021-02-24,5591.4795,5598.8284,5379.7278,5437.5683,22542861000,472369211004.2000,0.813972,5555.618640000001
2021-02-25,5494.4706,5527.6296,5444.1646,5469.5584,23073602800,412206157140.7000,0.833113,5550.848095
2021-02-26,5343.9041,5416.3197,5318.8579,5336.7609,21226454300,405717700127.9000,0.766418,5539.19734
2021-03-01,5389.2499,5421.5550,5345.9449,5418.7837,17746352300,358146545967.0000,0.640491,5528.840365
2021-03-02,5453.2847,5454.9687,5305.0545,5349.6301,19651111500,376444604695.3000,0.708441,5520.67348
2021-03-03,5327.3467,5452.3960,5316.4809,5452.2125,19470905400,337610313596.0000,0.701940,5516.883935
2021-03-04,5388.4785,5392.3725,5254.7771,5280.7058,21277521100,384382456961.0000,0.767070,5512.062089999999
2021-03-05,5191.9699,5307.8203,5174.2458,5262.7958,20262795600,352539774294.9000,0.730470,5507.60365
2021-03-08,5299.7907,5326.2602,5079.7984,5080.0246,23023163500,407133802141.7000,0.799964,5490.72246
2021-03-09,5066.1546,5094.3110,4917.9090,4970.9994,23071100400,414415213806.0000,0.831712,5464.217855
2021-03-10,5047.0589,5055.2785,4981.6161,5003.6121,16992849000,309577408714.9000,0.612591,5440.13842
2021-03-11,5024.5586,5138.4146,5020.5784,5128.2156,18960076600,333859199678.6000,0.683504,5422.851825
2021-03-12,5153.6740,5153.6740,5086.8234,5146.3786,20102058900,323237751413.4000,0.724671,5406.0000549999995
2021-03-15,5116.1228,5120.8757,4992.3989,5035.5441,20415308400,330740513807.9000,0.709319,5379.54917
2021-03-16,5054.4089,5084.3085,5009.9510,5079.3624,16139005400,271755048563.6000,0.581782,5349.20478
2021-03-17,5062.7706,5123.5452,5020.1255,5100.8581,14916237600,263492417709.0000,0.537703,5313.8617300000005
2021-03-18,5114.5872,5160.4566,5111.1294,5141.7681,14290151800,260930046844.7000,0.515134,5282.531065
2021-03-19,5068.5319,5089.9175,4980.7609,5007.0907,16417484900,282974489237.2000,0.591820,5243.943499999999
2021-03-22,5008.3953,5071.3378,4996.5410,5057.152,16740263200,264209098943.0000,0.603455,5216.934465
2021-03-23,5057.0632,5064.0200,4966.5340,5009.2459,15801396700,255755377659.6000,0.569611,5188.413355
2021-03-24,4985.4013,5024.3274,4919.8932,4928.6853,15938598200,265970020152.0000,0.574556,5162.969204999999
2021-03-25,4904.0683,4950.7608,4883.6615,4926.3469,13294518900,219782049461.7000,0.479231,5135.80863
2021-03-26,4953.9453,5050.8292,4953.9453,5037.9899,14592669700,273901922431.0000,0.526022,5120.870080000001
2021-03-29,5052.2634,5086.6543,5010.3902,5046.8773,14338821500,266176599970.5000,0.516871,5102.27476
2021-03-30,5043.0952,5106.0365,5032.7950,5094.7291,13861856000,254928014461.3000,0.499678,5089.52971
2021-03-31,5085.9497,5085.9497,5015.6070,5048.3607,14133574300,241058485554.4000,0.509322,5069.33712
2021-04-01,5059.9359,5115.4286,5056.8718,5110.7768,12032489000,211493324391.1000,0.433589,5060.84067
2021-04-02,5129.8545,5169.8312,5116.3472,5161.5569,12700225400,248060376224.1000,0.457651,5055.778725
2021-04-06,5178.6401,5181.1490,5125.3301,5140.3418,10983421000,213852444065.4000,0.395777,5058.794585
2021-04-07,5141.6556,5141.6556,5065.1932,5103.7428,14576374800,246271190296.5000,0.525246,5065.4317550000005
2021-04-08,5078.2627,5129.1318,5062.0725,5112.2086,14177104700,228422004674.7000,0.510867,5070.86158
2021-04-09,5100.0422,5100.0422,5022.0926,5035.3374,12841650900,221519791677.6000,0.462744,5066.21767
2021-04-12,5026.9791,5045.6018,4933.0126,4947.7459,15264431400,267218195772.7000,0.550005,5056.286035
2021-04-13,4949.8074,4994.5404,4924.1979,4939.6438,13291935800,225753230649.0000,0.478854,5051.4910199999995
2021-04-14,4945.6857,4987.1191,4940.2686,4980.6279,12086083800,221036276090.0000,0.435412,5046.554295
2021-04-15,4969.9099,4969.9099,4900.3033,4948.9741,10882938400,213820884103.5000,0.392067,5038.9600949999995
2021-04-16,4966.8999,4979.1731,4917.9596,4966.1811,11123992400,213389173713.5000,0.400745,5030.180745
2021-04-19,4966.4090,5088.2106,4940.7473,5087.0165,15476982400,307899776737.5000,0.557560,5034.177035000001
2021-04-20,5065.7757,5119.8586,5058.9247,5083.3654,13654170000,276640588159.1000,0.491852,5035.4877050000005
2021-04-21,5055.2398,5110.5623,5047.9916,5098.7449,12463727700,242574995256.0000,0.448816,5039.962654999999
2021-04-22,5114.2799,5119.2246,5067.1382,5089.2435,12116764500,241488845756.1000,0.436322,5047.990565
2021-04-23,5088.8263,5149.9825,5086.4914,5135.4534,12205699100,264345183118.9000,0.439522,5058.44589
2021-04-26,5156.5941,5181.1066,5072.9585,5077.2372,15138196700,325760384278.3000,0.544998,5060.408255
2021-04-27,5076.6415,5095.9842,5042.6099,5090.5195,12396183700,254738009833.6000,0.446281,5062.590365
2021-04-28,5073.9728,5119.4455,5059.2628,5119.2421,12062031800,272182521893.2000,0.434245,5063.816015
2021-04-29,5128.2795,5170.5852,5113.6484,5164.1692,14009248000,294112454366.3000,0.504335,5069.60644
2021-04-30,5156.3557,5163.2517,5094.9285,5123.489,16012162100,315075102884.9000,0.576390,5070.24205
2021-05-06,5098.8006,5132.8986,5037.4083,5061.1244,15882263000,323258264641.5000,0.571602,5065.2204249999995
2021-05-07,5073.4554,5093.7471,4996.0370,4996.0527,17225832100,304638402155.0000,0.619949,5058.00597
2021-05-10,5001.4371,5019.3927,4953.6965,4992.422,17082058500,282656808853.4000,0.614635,5052.43993
2021-05-11,4956.0794,5033.4938,4925.9152,5023.0595,15152649700,270931616512.9000,0.545074,5047.982475
2021-05-12,5003.8171,5051.1682,4995.4048,5044.5481,12661908600,228344006493.0000,0.455440,5048.443010000001
2021-05-13,4992.3519,5022.0836,4975.4462,4992.9738,13227940600,237821404345.3000,0.475588,5050.7044049999995
2021-05-14,5007.6286,5112.9838,4981.2948,5110.5901,15942618000,318802786822.9000,0.573187,5059.25172
2021-05-17,5115.3063,5206.6947,5115.3063,5184.9853,15388963400,335439913424.1000,0.553281,5069.46959
2021-05-18,5190.9345,5201.6721,5156.7924,5187.6013,11840426100,238182265921.9000,0.425253,5081.400949999999
2021-05-19,5173.1666,5193.5574,5151.6392,5172.272,11872998300,250736278155.8000,0.426356,5091.705495
2021-05-20,5167.0546,5201.5935,5152.0358,5186.412,13845477500,277088462047.3000,0.497182,5096.675270000001
2021-05-21,5199.1285,5216.1615,5123.1171,5134.1483,12476848500,268053627530.6000,0.448035,5099.214415
2021-05-24,5138.8149,5155.5875,5092.3894,5155.5875,12674233600,278513133226.0000,0.455013,5102.056545
2021-05-25,5165.0361,5324.3609,5161.5238,5318.478,18299683900,404683305641.1000,0.656970,5113.51827
2021-05-26,5326.1169,5344.2837,5308.7389,5320.5927,16960709600,346444644792.8000,0.608900,5122.775234999999
2021-05-27,5311.3726,5378.4764,5286.0500,5338.2329,14846285500,311893705935.1000,0.532689,5135.825019999999
2021-05-28,5338.7278,5360.2774,5288.6515,5321.0886,16460580600,330711896344.2000,0.590611,5147.353475
2021-05-31,5318.0825,5331.6294,5281.6851,5331.5696,14460326900,321450798233.5000,0.518841,5157.9698499999995
2021-06-01,5320.4745,5343.7529,5269.2590,5341.6798,14383147400,321845842153.4000,0.515462,5166.845380000001
2021-06-02,5348.3440,5352.6404,5266.7852,5289.9736,13775431900,296176177153.5000,0.493668,5175.16961
2021-06-03,5285.7098,5314.3691,5255.0719,5255.2855,14196887800,285448632488.9000,0.508772,5184.877665
2021-06-04,5228.2761,5334.4899,5221.2291,5282.2772,14473208700,292326048775.5000,0.517986,5199.18889
2021-06-07,5284.8907,5286.8424,5242.9481,5277.6271,12770497100,280463260583.2000,0.457045,5213.4491450000005
2021-06-08,5276.9711,5319.0406,5201.1404,5232.1165,13055953200,304042218266.2000,0.467136,5223.901994999999
2021-06-09,5224.9496,5253.3555,5215.3506,5236.4493,12182032100,255075448703.0000,0.435848,5233.497055
2021-06-10,5236.4691,5299.5299,5229.5182,5271.4661,13899196700,301454334609.8000,0.497096,5247.421670000001
2021-06-11,5275.7456,5276.1039,5213.5991,5224.703,18080717300,365363494541.8000,0.646645,5253.127315
2021-06-15,5218.5648,5225.5021,5137.4090,5166.5597,14288005800,330616618621.5000,0.524419,5252.206035
2021-06-16,5163.2493,5164.5192,5076.0222,5080.4909,12514798500,298286772933.4000,0.459293,5246.850515
2021-06-17,5074.3839,5123.3651,5073.8211,5101.8924,12045251800,281927280723.3000,0.442058,5243.331534999999
2021-06-18,5104.9297,5128.0309,5064.9208,5102.4657,14858580500,356697096115.9000,0.544866,5239.13422
2021-06-21,5088.0893,5123.7827,5058.5699,5090.3854,13218451600,331527114639.0000,0.484722,5236.946075
2021-06-22,5106.0743,5125.8186,5086.2776,5122.1583,13041675300,313690367125.4000,0.477776,5235.274615
2021-06-23,5127.1910,5171.0330,5109.7571,5147.3938,13635605800,358765666329.7000,0.498788,5226.720405
2021-06-24,5156.5638,5160.4346,5120.5844,5155.9738,12668562500,312607422609.3000,0.462957,5218.48946
2021-06-25,5159.8017,5251.6076,5157.4758,5239.9684,15493106100,368265641241.1000,0.566176,5213.576235
2021-06-28,5253.6081,5260.6372,5226.2201,5251.7604,13319378300,337452771675.6000,0.486717,5210.1098250000005
2021-06-29,5248.5249,5248.5249,5182.6771,5190.5445,12516299700,314896843024.3000,0.457202,5203.058569999999
2021-06-30,5189.3797,5231.4262,5186.6250,5224.041,10375267100,281015504940.5000,0.378993,5197.17663
2021-07-01,5241.2039,5252.2642,5190.8762,5229.6642,12724062000,324097400267.5000,0.464501,5194.161160000001
2021-07-02,5186.6613,5186.6613,5074.3621,5081.1172,13042642400,342578961248.3000,0.476164,5185.4527450000005
2021-07-05,5073.7787,5098.2305,5048.0040,5085.7924,13121158900,335197786629.8000,0.478960,5175.628505
2021-07-06,5089.7780,5092.2066,5028.5058,5083.1043,14065522000,362828901848.9000,0.513432,5165.902365
2021-07-07,5052.4204,5152.7711,5045.4056,5140.4899,14854906000,336731403375.7000,0.542243,5161.321035
2021-07-08,5149.3095,5151.2171,5078.9295,5088.2566,17390100800,397879869879.7000,0.634450,5153.9114
2021-07-09,5063.1480,5081.4086,5006.4115,5069.4361,16065322600,352845583768.9000,0.586033,5143.809899999999
2021-07-12,5108.3783,5159.4115,5070.3188,5132.7088,20621203900,437203145943.3000,0.752222,5139.21019
2021-07-13,5128.6138,5154.0508,5114.9430,5142.0991,16648220900,361328491653.3000,0.607297,5137.98716
2021-07-14,5130.7522,5130.7522,5075.1252,5083.0849,18835272000,372568110291.6000,0.686419,5138.11686
2021-07-15,5073.2634,5153.8056,5067.6767,5151.4626,18107710300,372484081122.6000,0.659904,5140.59537
2021-07-16,5140.9040,5140.9040,5090.6321,5094.7727,16995598200,362594258079.0000,0.619238,5140.21072
2021-07-19,5083.7276,5120.8235,5047.6234,5113.4945,15319958900,340322623792.1000,0.558047,5141.366175
2021-07-20,5080.2158,5114.0033,5067.8619,5108.9941,12930004400,283543130755.2000,0.470884,5140.707965
2021-07-21,5122.7843,5160.5447,5122.3046,5144.0428,16797646900,390275519305.4000,0.611733,5140.540415
2021-07-22,5150.3859,5171.2096,5137.8795,5151.7517,18555686400,418221654806.0000,0.675747,5140.32931
2021-07-23,5145.4308,5145.4308,5079.9973,5089.2282,21653684700,435521169695.0000,0.788566,5132.792299999999
2021-07-26,5067.3072,5067.3072,4859.6031,4925.299,22811171000,495153655116.7000,0.830721,5116.46923
2021-07-27,4924.2816,4940.8600,4749.0327,4751.313,23663122500,521146117041.1000,0.861561,5094.507655
2021-07-28,4714.2948,4785.6567,4663.9009,4760.4826,19263439300,419706155162.8000,0.701354,5071.329734999999
2021-07-29,4845.7603,4857.9709,4800.0125,4850.2746,17332205400,415676120877.6000,0.631110,5052.360255
2021-07-30,4825.7002,4825.7002,4761.0376,4811.1695,18234977600,420943935061.8000,0.663978,5038.86287
2021-08-02,4794.8192,4938.8154,4761.4593,4933.736,22719491800,524659449295.5000,0.827024,5031.26005
2021-08-03,4909.2325,4957.0291,4890.8495,4934.4583,20353336000,471194128401.9000,0.740892,5023.82775
2021-08-04,4927.7358,4979.2911,4919.6569,4978.8479,17546646100,425801406611.8000,0.638471,5015.74565
2021-08-05,4946.1668,4997.1397,4921.9382,4948.6703,16738182900,398772206808.2000,0.609041,5008.766334999999
2021-08-06,4943.0427,4944.3486,4891.7968,4921.5647,15417968800,371773603785.1000,0.561002,5001.372765
2021-08-09,4890.2573,5002.8944,4884.0392,4985.5627,18243687100,408897062935.4000,0.663800,4994.01546
2021-08-10,4977.8164,5043.7608,4941.2399,5043.148,16705190200,410098755610.3000,0.607695,4989.067905
2021-08-11,5037.0819,5059.7887,5009.9782,5015.3406,18226607400,373386347207.4000,0.663040,4985.68069
2021-08-12,4998.0733,5016.2628,4962.9850,4973.3509,16822373300,361828381964.4000,0.611956,4976.775105
2021-08-13,4958.7577,4993.7432,4921.2812,4945.9829,15831432100,352459069035.5000,0.574981,4969.335615
2021-08-16,4935.9229,4973.3761,4931.3691,4941.0676,16195337300,340735120174.7000,0.588178,4960.71427
2021-08-17,4935.0044,4967.5648,4823.3923,4837.4034,18757347200,388457131504.0000,0.681223,4947.134735000001
2021-08-18,4838.4706,4909.5409,4818.9013,4894.2384,19747437800,395792165759.8000,0.717116,4934.644515
2021-08-19,4886.5640,4893.4670,4839.5681,4862.1394,20171171900,397424964846.0000,0.732504,4920.1639000000005
2021-08-20,4817.4937,4835.1530,4720.8257,4769.2678,17763581000,404938035667.4000,0.645073,4904.1658800000005
2021-08-23,4777.7347,4843.8193,4764.0089,4835.8782,16757909300,389599126282.0000,0.608549,4899.69484
2021-08-24,4844.5925,4906.2036,4842.7476,4888.3902,19788316300,417481426158.2000,0.718596,4906.5487
2021-08-25,4890.5211,4899.7651,4865.7646,4898.1572,18944801600,371868197458.6000,0.687964,4913.43243
2021-08-26,4892.2044,4892.2044,4798.6954,4801.6094,19761738700,368987718505.9000,0.717631,4910.99917
2021-08-27,4794.9740,4863.4692,4793.5908,4827.0433,18331021100,368421410281.2000,0.664411,4911.79286
2021-08-30,4847.0348,4849.1598,4787.1999,4813.2703,21963575700,477182071719.8000,0.796051,4905.769575
2021-08-31,4803.0854,4821.7564,4740.7524,4805.6099,23511865800,460805653996.0000,0.852157,4899.327155
2021-09-01,4804.6863,4906.4024,4763.2992,4869.4587,32672108000,568819748405.8000,0.000000,4893.857695000001
2021-09-02,4865.8218,4892.7049,4845.6246,4869.4113,26785801300,465954132797.1000,0.969481,4889.894745
2021-09-03,4875.0656,4886.5477,4828.6991,4843.0624,26809189600,466430119699.6000,0.970328,4885.9696300000005
2021-09-06,4841.0623,4944.4497,4837.7859,4933.7262,24050724500,452756275291.9000,0.870488,4883.377805
2021-09-07,4932.9759,5005.9606,4915.6119,4992.8294,24417851900,417759639120.9000,0.883776,4880.8618750000005
2021-09-08,4986.7953,5013.9764,4955.8876,4972.1324,26461531500,428591077708.1000,0.957744,4878.701465
2021-09-09,4952.4924,4970.1470,4929.9501,4970.0133,25653021700,401675689275.8000,0.928481,4878.534585
2021-09-10,4967.9759,5042.7994,4962.3707,5013.5219,28830435200,472762533239.2000,1.043443,4881.911535
2021-09-13,5006.7748,5029.7237,4964.9599,4991.6598,24991529800,433329627421.1000,0.904504,4884.441145
2021-09-14,4989.8348,5000.9772,4907.3159,4917.1617,24559040200,417245830782.2000,0.888850,4888.42906
2021-09-15,4903.8471,4903.8471,4843.1158,4867.3187,18798473000,363256653878.3000,0.680361,4887.0830750000005
2021-09-16,4866.7936,4879.5306,4806.1442,4807.6978,21675209900,393517267165.6000,0.784477,4884.360995
2021-09-17,4797.1129,4857.9580,4786.0876,4855.9402,20195812700,360397420086.7000,0.731340,4888.694614999999
2021-09-22,4770.7323,4830.8496,4765.2301,4821.7675,19122037600,311952989432.1000,0.692035,4887.98908
2021-09-23,4848.2223,4877.3359,4837.5571,4853.1957,22815106400,362140919563.0000,0.825688,4886.2293549999995
2021-09-24,4845.6380,4897.0596,4838.5352,4849.4277,20769329000,361849453197.3000,0.751650,4883.79288
2021-09-27,4870.8482,4922.5626,4852.1997,4877.3698,21596703000,426083025417.5000,0.781392,4887.5809
2021-09-28,4869.0845,4901.3114,4846.6306,4883.828,17689088000,321272191534.0000,0.640066,4890.420135
2021-09-29,4846.0212,4868.0678,4799.8770,4833.9281,18817136600,331841767748.9000,0.680883,4891.453025
2021-09-30,4843.9531,4876.0728,4843.9531,4866.3826,14611389600,283254685232.2000,0.528777,4894.491660000001
2021-10-08,4915.7305,4937.0918,4891.6249,4929.9409,16896807700,343635835306.4000,0.611416,4897.51577
2021-10-11,4941.2918,4983.7294,4930.7132,4936.1918,16351162400,315186321382.1000,0.591690,4900.854795
2021-10-12,4920.6596,4925.4883,4840.7700,4883.8369,16807933700,299424238601.1000,0.608206,4902.89352
2021-10-13,4880.1440,4953.3749,4869.8307,4940.1089,13114281300,280044666628.4000,0.474548,4903.212655
2021-10-14,4934.2575,4953.9231,4903.2498,4913.6123,11955701300,249151666554.2000,0.432624,4899.2518
2021-10-15,4896.5578,4939.8153,4881.0136,4932.1084,14282200100,300728491201.2000,0.516810,4897.2506
2021-10-18,4922.5137,4922.5137,4844.9383,4874.7753,14124519900,302539444437.0000,0.511104,4892.4887
2021-10-19,4869.3907,4928.1433,4868.8106,4922.7232,13526649300,282928243806.8000,0.488970,4887.948765
2021-10-20,4926.7727,4944.0216,4898.3651,4910.1846,14153318300,279747732455.1000,0.511625,4883.875005
2021-10-21,4914.7378,4946.1764,4893.8525,4928.0156,14889815400,274802962494.9000,0.538253,4884.4177
2021-10-22,4934.8698,4989.8870,4934.8698,4959.7254,14392622800,289252612199.9000,0.520280,4889.038035
2021-10-25,4940.8962,4981.6499,4930.1120,4979.5235,14186149000,299408232157.6000,0.512786,4897.62932
2021-10-26,4983.2383,5002.5746,4953.4787,4963.0984,14088894300,301786229740.4000,0.509271,4902.987230000001
2021-10-27,4949.2269,4949.2269,4884.9418,4898.1644,14711159300,299460469414.7000,0.531430,4906.807075
2021-10-28,4882.5858,4898.6576,4846.2779,4864.138,15664947200,316631709566.3000,0.565860,4907.35419
2021-10-29,4861.2667,4908.7701,4855.7593,4908.7701,15988735300,368731987310.2000,0.577136,4910.32131
2021-11-01,4878.1276,4908.2056,4858.2485,4890.6851,17158397400,379730767559.0000,0.619357,4910.987075
2021-11-02,4886.1849,4911.2266,4797.8990,4839.8457,18543768800,385731879817.5000,0.669313,4908.78796
2021-11-03,4835.8093,4858.7133,4804.3657,4821.1119,14276382000,302269934656.2000,0.515288,4908.14715
2021-11-04,4841.0912,4873.9394,4834.7433,4868.7419,13259297000,308688054573.6000,0.478578,4908.265115
2021-11-05,4858.8999,4889.6835,4841.7442,4842.3458,14778935900,312070841453.0000,0.533417,4903.88536
2021-11-08,4841.1527,4866.0822,4827.6892,4848.1795,13739826400,295893824000.4000,0.495911,4899.484745
