date,open,high,low,close,volume,amount
2025-08-01,4.54,4.62,4.52,4.57,14463226,66076063.3
2025-08-04,4.57,4.64,4.52,4.64,11455876,52608488.1
2025-08-05,4.65,4.68,4.63,4.68,12678133,59020923.52
2025-08-06,4.6,4.62,4.52,4.56,13206889,60059920.19
2025-08-07,4.56,4.6,4.54,4.56,16069408,73494627.98
2025-08-08,4.57,4.59,4.52,4.57,13461158,61296821.06
2025-08-11,4.57,4.61,4.53,4.6,14716571,67429820.15
2025-08-12,4.6,4.66,4.59,4.6,13358451,61681430.85
2025-08-13,4.6,4.64,4.57,4.61,13629397,62801514.06
2025-08-14,4.61,4.63,4.51,4.51,15338543,70055694.93
2025-08-15,4.52,4.6,4.51,4.6,17708550,80844135.5
2025-08-18,4.59,4.69,4.59,4.64,17411233,80963022.12
2025-08-19,4.63,4.68,4.6,4.67,15173150,70559580.0
2025-08-20,4.67,4.72,4.63,4.71,15982048,74810524.84
2025-08-21,4.72,4.74,4.68,4.72,15237600,71811268.5
2025-08-22,4.74,4.85,4.64,4.79,28970183,137316079.07
2025-08-25,4.81,4.85,4.74,4.85,25080160,120034379.7
2025-08-26,4.83,4.95,4.78,4.93,29630600,145265054.7
2025-08-27,4.93,4.95,4.78,4.79,24012703,117090794.7
2025-08-28,4.79,4.87,4.5,4.64,42272211,197503309.58
2025-08-29,4.65,4.67,4.58,4.61,20329650,93863317.49
2025-09-01,4.61,4.65,4.54,4.57,20275970,93082412.1
2025-09-02,4.58,4.58,4.46,4.54,18547221,83736854.71
2025-09-03,4.54,4.58,4.43,4.44,13814799,62069003.5
2025-09-04,4.45,4.53,4.43,4.49,16470100,73944540.0
2025-09-05,4.5,4.52,4.44,4.51,12964908,58231375.92
2025-09-08,4.52,4.56,4.5,4.54,11579968,52462948.36
2025-09-09,4.52,4.55,4.48,4.49,11111168,50061141.36
2025-09-10,4.49,4.53,4.47,4.5,8717470,39204863.64
2025-09-11,4.48,4.54,4.43,4.54,15851000,71004045.58
2025-09-12,4.53,4.57,4.51,4.53,11556649,52449627.97
2025-09-15,4.53,4.56,4.48,4.5,10648010,48026284.88
2025-09-16,4.5,4.56,4.49,4.56,11977701,54323281.01
2025-09-17,4.57,4.57,4.48,4.48,15075400,67812256.99
2025-09-18,4.48,4.5,4.35,4.39,16746902,74293188.96
