date,open,high,low,close,volume,amount
2025-08-01,15.43,15.64,15.3,15.33,24288650,375103460.96
2025-08-04,15.23,15.53,15.18,15.51,22534800,346946374.2
2025-08-05,15.56,15.77,15.53,15.77,23209456,363633697.4
2025-08-06,15.75,15.83,15.62,15.82,18337553,289082361.89
2025-08-07,15.81,16.08,15.66,15.97,41915700,666655254.11
2025-08-08,15.9,16.25,15.88,16.1,35923954,578116026.89
2025-08-11,16.11,16.24,15.97,16.16,28462162,458810590.8
2025-08-12,16.12,16.14,15.92,16.03,23294685,373341045.48
2025-08-13,16.01,16.97,15.99,16.77,56942815,941235819.73
2025-08-14,16.77,16.88,16.33,16.45,39242355,650486855.09
2025-08-15,16.38,17.16,16.35,16.99,49671860,842004296.04
2025-08-18,17.18,17.41,17.03,17.16,52983757,911291759.85
2025-08-19,17.13,17.42,17.02,17.18,38467916,660783311.89
2025-08-20,17.15,17.55,17.1,17.43,42962999,744509634.19
2025-08-21,17.85,19.17,17.69,18.3,121745132,2268549299.01
2025-08-22,18.01,18.46,17.99,18.12,71702275,1300057332.43
2025-08-25,18.3,18.91,18.1,18.67,90629073,1681029152.36
2025-08-26,18.7,18.73,18.23,18.28,55093473,1010870483.19
2025-08-27,18.28,18.79,18.05,18.09,67612400,1244111534.0
2025-08-28,17.95,18.72,17.91,18.64,69593330,1285754600.42
2025-08-29,18.65,19.22,18.59,18.93,65285569,1236057043.13
2025-09-01,18.99,19.09,18.44,18.54,58312184,1086701323.06
2025-09-02,18.55,18.57,17.9,18.2,51285607,933255545.56
2025-09-03,18.16,18.32,17.81,17.94,32554369,586788954.34
2025-09-04,18.01,18.48,17.21,17.6,46815993,836115351.18
2025-09-05,17.59,18.6,17.59,18.6,56310336,1032285864.62
2025-09-08,18.88,18.92,18.36,18.84,47976978,897422717.66
2025-09-09,18.66,18.81,18.25,18.41,31794203,588556294.24
2025-09-10,18.26,18.45,17.89,18.08,27965587,507059966.16
2025-09-11,18.08,18.63,18.04,18.63,33597060,617777839.86
2025-09-12,18.64,18.68,18.27,18.33,30762896,566203842.74
2025-09-15,18.37,18.82,18.32,18.34,34239561,633933257.68
2025-09-16,18.34,18.37,17.75,18.2,33442445,602654075.24
2025-09-17,18.11,18.71,17.96,18.63,33805149,622387382.75
2025-09-18,18.58,18.6,17.85,18.11,36780852,671273884.01
2025-09-19,18.05,18.4,18.0,18.11,23341695,424629182.85
2025-09-22,18.12,18.31,17.67,17.87,24449942,437083532.55
2025-09-23,17.88,18.14,17.2,17.67,28380295,499300294.6
2025-09-24,17.59,18.41,17.56,18.41,32481107,588476584.46
2025-09-25,18.41,18.75,18.36,18.5,26975004,501096025.04
2025-09-26,18.43,19.8,18.38,19.32,62504992,1192097703.39
2025-09-29,19.7,21.06,19.69,20.49,89593446,1839603347.35
