date,open,high,low,close,volume,amount
2025-08-01,6.6,6.73,6.54,6.71,6953151,46426182.73
2025-08-04,6.64,6.87,6.55,6.85,6007710,40534736.2
2025-08-05,6.9,6.94,6.8,6.85,4734889,32464078.74
2025-08-06,6.89,6.92,6.8,6.88,4327846,29699622.88
2025-08-07,6.88,7.55,6.79,6.81,14583230,103120508.92
2025-08-08,6.66,7.35,6.66,7.24,19969834,140121974.32
2025-08-11,7.22,7.32,6.99,7.01,10950587,77530777.28
2025-08-12,7.07,7.2,6.99,7.03,9212160,65273482.1
2025-08-13,7.03,7.11,6.93,7.03,8389872,58865241.62
2025-08-14,7.03,7.08,6.7,6.71,8272400,56496985.38
2025-08-15,6.73,6.86,6.67,6.73,4837640,32601618.0
2025-08-18,6.76,6.88,6.71,6.77,5369586,36481107.41
2025-08-19,6.79,6.92,6.74,6.87,6907400,47355578.1
2025-08-20,6.86,6.87,6.76,6.86,3550300,24204285.0
2025-08-21,6.88,6.94,6.82,6.88,5257600,36200470.5
2025-08-22,6.86,6.91,6.64,6.76,6051779,40798970.33
2025-08-25,6.83,6.84,6.7,6.74,5480479,37082842.51
2025-08-26,6.76,6.92,6.68,6.82,6924840,46968116.3
2025-08-27,6.83,6.85,6.49,6.49,6477880,43210391.3
2025-08-28,6.53,6.67,6.17,6.45,7965780,51031135.24
2025-08-29,6.45,6.45,6.16,6.31,8076772,50708604.42
2025-09-01,6.42,6.48,6.28,6.34,6808171,43396852.59
2025-09-02,6.38,6.41,6.16,6.3,6497575,40587575.24
2025-09-03,6.35,6.42,6.08,6.12,4991379,31037098.36
2025-09-04,6.13,6.33,6.06,6.22,7853312,48910014.27
2025-09-05,6.24,6.32,6.1,6.29,4828579,30080995.91
2025-09-08,6.33,6.47,6.23,6.45,7357252,46853261.12
2025-09-09,6.45,6.49,6.34,6.44,5802289,37265614.36
2025-09-10,6.4,6.48,6.32,6.38,7297635,46589025.7
2025-09-11,6.4,6.4,6.26,6.38,6132366,38762526.9
2025-09-12,6.44,6.48,6.28,6.31,4269064,27061792.08
2025-09-15,6.34,6.34,6.15,6.25,6469700,40198165.3
2025-09-16,6.25,6.35,6.17,6.35,4831281,30389350.09
2025-09-17,6.36,6.4,6.25,6.29,3826940,24184507.1
2025-09-18,6.23,6.32,6.03,6.11,5121947,31617112.75
2025-09-19,6.14,6.15,5.92,6.0,5800715,34766662.46
2025-09-22,6.0,6.05,5.89,6.0,4302436,25624420.64
2025-09-23,5.94,5.99,5.65,5.88,6248670,36217078.0
